15.4	0
17.4	1
18.8	2
19.8	3
20.6	4
21.4	5
22.0	6
22.6	7
23.4	8
24.2	9
24.6	10
25.4	11
25.8	12
26.6	13
27.0	14
27.8	15
28.6	16
29.4	17
30.8	18
33.2	19
38.2	20
50.0	21
95.6	22
133.8	21
134.4	22
174.2	21
175.0	22
184.8	21
187.4	22
189.2	21
189.4	22
191.4	21
198.0	20
199.6	19
201.4	18
203.0	17
204.6	16
205.6	15
206.2	14
206.4	13
206.8	11
207.0	9
207.2	8
207.4	6
207.6	5
208.0	3
208.2	2
208.4	1
208.6	0
212.0	0
