4.8	24
6.2	23
6.6	22
7.2	21
7.6	20
8.2	19
8.6	18
9.0	17
10.0	16
10.0	15
10.6	14
11.0	13
11.6	12
12.2	11
12.6	10
13.2	9
13.6	8
14.0	7
14.8	6
16.2	5
16.8	4
18.2	3
20.4	2
24.8	1
26.2	2
26.4	1
39.2	0
53.6	1
54.0	0
451.6	1
453.2	2
454.4	3
455.4	4
456.0	5
456.6	6
456.8	7
457.2	8
457.6	9
457.6	10
458.0	11
458.2	12
458.4	14
458.8	15
459.0	18
459.2	20
459.6	21
459.8	22
460.0	23
460.2	24
460.4	25
475.6	25
